Run_id,k,Precision@k,Recall@K,MAP@K,nDCG@k,MRR@k,HitRate@k,Coverage@k,Diversity@k,Novelty@k
0,5,0.09396079719667104,0.07754634642510563,0.07136406774711637,0.10384186199180423,0.20033670961856842,0.2664257555847569,0.33719071670609296,0.8587229607995615,1678.130846806488
0,10,0.09242583640990343,0.0883173409522191,0.06322319869904208,0.09790316323972055,0.20598916709423065,0.310611038107753,0.4631417428553162,,2033.6115697952944
0,20,0.11253212108358301,0.11194285424838893,0.06326788338413515,0.10412767287284756,0.21126633882522583,0.38912614980289095,0.5442746627453487,,2574.9471867312564
0,100,0.20360006819377363,0.20360006819377363,0.06656201053030507,0.13256226639462035,0.21703656017780304,0.6187582128777924,0.5685058500095902,,4380.549105160256
1,5,0.08966819973718791,0.07239731766707462,0.0679419897065265,0.09937442056206537,0.19186650216579437,0.25607752956636004,0.3424972827824308,0.8588682894402436,1769.3926037094507
1,10,0.08732140249880065,0.08320263628816366,0.05907988638190225,0.09266934368866583,0.19720567762851715,0.29911300919842315,0.4690237197110159,,2248.934692178631
1,20,0.10499671124455631,0.10444124371919059,0.05868966089416028,0.09801382628486992,0.20265977084636688,0.3802562417871222,0.5545681222428234,,2824.629745794812
1,100,0.19069336369305523,0.19069336369305523,0.06184764867608713,0.12548879133391214,0.20824798941612244,0.602496714848883,0.581228821686593,,4782.654174104478
2,5,0.09529128339903635,0.07864767819071639,0.0711753084391882,0.10466336152520828,0.20340286195278168,0.2695466491458607,0.3379579310785755,0.8581943237940479,1543.4813252380413
2,10,0.09358587280729198,0.0896490514241581,0.06265003806707138,0.09835594065796217,0.20902471244335175,0.3140604467805519,0.46141551051723034,,2053.788694182872
2,20,0.11143901995687394,0.11090655406172625,0.062412238924123176,0.10383196004785863,0.21413591504096985,0.38912614980289095,0.543763186497027,,2648.578698778897
2,100,0.19860069415292744,0.19860069415292744,0.06564710190635521,0.13141989604286924,0.21954822540283203,0.6054533508541393,0.5706796240649575,,4476.159747706438
3,5,0.09218955321944809,0.07513991320431125,0.06880931522850052,0.10110316040231904,0.19571834802627563,0.26199080157687255,0.3350169426507257,0.858770372135047,1706.748768541632
3,10,0.08911037586300398,0.08501454806988952,0.059908441388856606,0.0940204627964692,0.20077723264694214,0.3017411300919842,0.46774502909021165,,2250.6406217557414
3,20,0.10865029994143298,0.1080615990515659,0.059743523751547525,0.10010578900102028,0.20636239647865295,0.3840341655716163,0.5472795857042388,,2805.929163760845
3,100,0.19623037650016306,0.19623037650016306,0.06288426758359196,0.12776247860269685,0.21199321746826172,0.6090670170827858,0.5702960168787162,,4798.7380795042
4,5,0.09181449846692949,0.07589693739362818,0.06906414257555847,0.10092341778025911,0.1950531154870987,0.2591984231274639,0.33591202608528864,0.8582705753768833,1617.0509837934303
4,10,0.08904193521473416,0.08541462817071659,0.060730960297926545,0.09442378085231687,0.19998332858085632,0.2979632063074901,0.46141551051723034,,2131.701573684713
4,20,0.10725512903675524,0.10689687094988629,0.06058196838556342,0.0999769837279108,0.20498453080654144,0.3713863337713535,0.5421648232210217,,2752.8900431363304
4,100,0.19444280913916814,0.19444280913916814,0.06375552120809769,0.12733778193296819,0.21049407124519348,0.5926412614980289,0.5612173134710057,,4648.927321168451
