,Precision@k,Recall@K,MAP@K,nDCG@k,MRR@k,HitRate@k,Coverage@K,Time_fit,Time_predict
5,0.0022674471981295394,0.0018565288894219192,0.0010253067545089828,0.0018214658803886073,0.003061873372644186,0.006770964757338717,0.6588522540520997,10378.57255077362,1045.1286990642548
10,0.004035712237250487,0.0038425820174975388,0.0011714121005444536,0.0025520303514261276,0.003918532282114029,0.013414937848299384,0.793579541833227,10378.57255077362,1045.1286990642548
20,0.007744483434498474,0.007684434159055588,0.0014072182986050018,0.0037822218626583515,0.0046994443982839584,0.025045395397624102,0.8842008766866748,10378.57255077362,1045.1286990642548
100,0.02867559552630335,0.02867559552630335,0.001926491025453381,0.008840999649768451,0.005897006951272488,0.0795734729252118,0.9657444122988693,10378.57255077362,1045.1286990642548
