,Precision@k,Recall@K,MAP@K,nDCG@k,MRR@k,HitRate@k,Coverage@k,Diversity@k,Novelty@k
0,0.0069767441860465115,0.00555914319570203,0.006072812846068661,0.007454704077741085,0.011863233521580696,0.014950166112956811,0.11180596636524973,0.9065484319271081,65389.51283086399
1,0.0074576148288772875,0.006191404286621928,0.005644280968201233,0.007526386645877953,0.013267284259200096,0.024916943521594685,0.14763796163272205,0.9160276725514914,84661.3973478907
2,0.011856961776958845,0.011100608516743991,0.005699222476084499,0.00861173732931748,0.014248917810618877,0.04152823920265781,0.18786444688582776,0.9311378950709722,96087.24341385037
3,0.024574267608365574,0.024491463607298543,0.005851086976268351,0.011817902993101169,0.015521813184022903,0.10215946843853821,0.2657821347080199,0.9616837483240688,123499.7196346223
