,Precision@k,Recall@K,MAP@K,nDCG@k,MRR@k,HitRate@k,Coverage@K,Time_fit,Time_predict
5,0.0027593818984547464,0.001277450760797694,0.001578366445916115,0.0031255684136369494,0.007615894079208374,0.013245033112582781,0.3351614868982328,47.9996497631073,14.95656442642212
10,0.00347682119205298,0.0018667580647228482,0.0013315769648551104,0.0034654593214852713,0.008703879080712795,0.02207505518763797,0.5287426366036969,47.9996497631073,14.95656442642212
20,0.011455376852727848,0.010331193334037354,0.0015697613741357205,0.00574033458386459,0.010491332970559597,0.05077262693156733,0.7422303473491774,47.9996497631073,14.95656442642212
100,0.0791005861534995,0.0791005861534995,0.0026558415244987204,0.022381803745742803,0.014245672151446342,0.26269315673289184,0.9857810278285598,47.9996497631073,14.95656442642212
