,Precision@k,Recall@K,MAP@K,nDCG@k,MRR@k,HitRate@k,Coverage@K,Time_fit,Time_predict
5,0.13100975329890993,0.026931432001683738,0.085153471026965,0.13232814913976226,0.2226104438304901,0.37142857142857144,0.1702127659574468,,
10,0.12655028276370792,0.046108789322095174,0.0669218147831581,0.12687209150456655,0.23818418383598328,0.48846815834767643,0.2126831691365179,,
20,0.13309831484036042,0.08001750069954752,0.05450070069953821,0.12520185108176352,0.24696335196495056,0.6117039586919105,0.2621077903799983,,
100,0.2607127037133012,0.2526910594926737,0.049393309754082924,0.16763539109369127,0.252628356218338,0.8302925989672978,0.41303088003973837,,
