,Precision@k,Recall@K,MAP@K,nDCG@k,MRR@k,HitRate@k,Coverage@K,Time_fit,Time_predict
5,0.010337124507308483,0.009015399070412546,0.004920077470259511,0.008236174829452141,0.013217556290328503,0.027579985178979926,0.04855371900826446,1179.843806028366,579.7969200611115
10,0.016981690056568428,0.016533838602441606,0.0054716743275301264,0.010875862353370387,0.016105853021144867,0.04965041724393466,0.07843293070565797,1179.843806028366,579.7969200611115
20,0.028332130686039948,0.02824511521264384,0.0062090474642662145,0.01468539477331698,0.018422676250338554,0.08380320262912008,0.12680122907395636,1179.843806028366,579.7969200611115
100,0.08962906853514986,0.08962906853514986,0.00780246266057661,0.029774736274928736,0.02157013490796089,0.2242806972323356,0.3820459843187116,1179.843806028366,579.7969200611115
