,Precision@k,Recall@K,MAP@K,nDCG@k,MRR@k,HitRate@k,Coverage@k,Diversity@k,Novelty@k
0,0.15828262339418525,0.02586156624350361,0.1056896551724138,0.16184628266813328,0.2698613703250885,0.4300202839756592,0.696,0.863218025674901,21.32334275598876
1,0.15929360249847063,0.04922146932304392,0.08494177635933045,0.15958598513945663,0.2889842689037323,0.5699797160243407,0.77824,0.867534585460216,32.83829871295326
2,0.16740670123470502,0.08917888192002746,0.07008279087202368,0.1586227252920495,0.29729411005973816,0.6896551724137931,0.80576,0.8735430416370285,52.95387822334455
3,0.30340726641533544,0.289155769997699,0.06419452476474981,0.20752457239045588,0.3028121292591095,0.8874239350912779,0.816,,181.18245108041813
