,Precision@k,Recall@K,MAP@K,nDCG@k,MRR@k,HitRate@k,Coverage@K,Time_fit,Time_predict
5,0.023198198198198197,0.0165305237568114,0.013285558285558285,0.022679589239903073,0.04467649757862091,0.08108108108108109,0.5765027322404371,8.161100387573242,8.622550249099731
10,0.03821126321126321,0.036004987456225844,0.013076304504875933,0.028933168700903896,0.055469270795583725,0.16707616707616707,0.6284153005464481,8.161100387573242,8.622550249099731
20,0.07030981027075876,0.06977815142913514,0.014938945602575138,0.041400631778926326,0.06423377245664597,0.2936117936117936,0.6666666666666666,8.161100387573242,8.622550249099731
100,0.757233594307769,0.757233594307769,0.04329015434825409,0.23483504619209938,0.07923058420419693,0.9656019656019657,0.7021857923497268,8.161100387573242,8.622550249099731
