,Precision@k,Recall@K,MAP@K,nDCG@k,MRR@k,HitRate@k,Coverage@K,Time_fit,Time_predict
5,0.00032833020637898687,0.0002680246582685607,0.00026579111944965603,0.0003671328777684176,0.0006253908692933083,0.0009380863039399625,0.00025353898161842384,8.982513427734375,0.249009370803833
10,0.00037523452157598494,0.0002946037702135263,0.0002612309776943923,0.0004028510887925257,0.0007361371690639984,0.001876172607879925,0.0004648214663004437,8.982513427734375,0.249009370803833
20,0.0004087376038595551,0.0003219490492777398,0.000257703847642872,0.0004378761227830176,0.0008656824205604693,0.00375234521575985,0.0009296429326008874,8.982513427734375,0.249009370803833
100,0.00815538950335309,0.008131085179891227,0.0004048676731084059,0.002263407167618319,0.0015399790098582736,0.037054409005628515,0.004394675681386013,8.982513427734375,0.249009370803833
