,Precision@k,Recall@K,MAP@K,nDCG@k,MRR@k,HitRate@k,Coverage@K,Time_fit,Time_predict
5,0.0004449242647299375,0.00035099437016539257,0.0002506345350650484,0.00040533623411133547,0.0007232063799165189,0.0013249582883501816,0.6993014284224794,152.49055409431458,32.188822507858276
10,0.00044156513326696863,0.0004119594665933599,0.00022235298957043695,0.000382656805337815,0.0007566760177724063,0.0015580528020414173,0.7329788343238453,152.49055409431458,32.188822507858276
20,0.0004531319986097751,0.000445520304305785,0.00021373389695671248,0.0003769671467755962,0.0007703126757405698,0.0017298066542349594,0.7482014388489209,152.49055409431458,32.188822507858276
100,0.00046318789428735716,0.00046318789428735716,0.00021153495090822929,0.0003755665916754605,0.000774083542637527,0.0018524879772303464,0.7553956834532374,152.49055409431458,32.188822507858276
