,Precision@k,Recall@K,MAP@K,nDCG@k,MRR@k,HitRate@k,Coverage@K,Time_fit,Time_predict
5,0.0059643012625163255,0.0048808742440202306,0.0029012480046437376,0.004880603639133608,0.008191844448447227,0.01610796691336526,0.24385185185185185,495.1773660182953,34.30545997619629
10,0.008711155337189294,0.008017242862563279,0.003044553742747038,0.005890127889057722,0.009397869929671288,0.024814976055724858,0.3983703703703704,495.1773660182953,34.30545997619629
20,0.012870607797427137,0.012408193773435508,0.0032157201009686957,0.007041685257964443,0.010042321868240833,0.035263387026556375,0.6277037037037037,495.1773660182953,34.30545997619629
100,0.032406400013442936,0.03230118552904507,0.0036004573916015113,0.011475344466214102,0.011094857007265091,0.087070091423596,1.7127407407407407,495.1773660182953,34.30545997619629
