,Precision@k,Recall@K,MAP@K,nDCG@k,MRR@k,HitRate@k,Coverage@k,Diversity@k,Novelty@k
0,0.012603696696259643,0.0006712633787060749,0.005505748799301411,0.01171055710472988,0.023337215185165405,0.055304904671809055,0.5194470236252966,0.22349983510754778,393.92464116710335
1,0.01514456896133508,0.0018047445247374094,0.004293763702055799,0.013720352909779616,0.03153979405760765,0.11861446659874836,0.6817290828432889,0.24146283106112487,577.785378345189
2,0.017896607139906817,0.004011630388965431,0.0034173411176956553,0.015931674701349985,0.038672637194395065,0.22442148158928832,0.781904467141236,0.2628610965332786,806.128314682864
3,0.028244841452991082,0.021556660660908295,0.0024703247285896126,0.023611032398904684,0.04737166687846184,0.5818658128365595,0.8299803982255236,0.3267162803427722,1638.377867994491
