,Precision@k,Recall@K,MAP@K,nDCG@k,MRR@k,HitRate@k,Coverage@K,Time_fit,Time_predict
5,0.052906976744186054,0.04067383682209264,0.032524224806201554,0.050888532029080925,0.08420541882514954,0.14534883720930233,0.018092007379634588,39.142056465148926,13.985574960708618
10,0.1111203396087117,0.10915745268942945,0.04220358578401214,0.077004187537222,0.09633859246969223,0.2441860465116279,0.03320835565077665,39.142056465148926,13.985574960708618
20,0.1752971511692442,0.17520693464959702,0.04738582147148129,0.09820204993048058,0.10389727354049683,0.3546511627906977,0.05317502826876153,39.142056465148926,13.985574960708618
100,0.2671928914220414,0.2671928914220414,0.05150360007693139,0.12385051643758688,0.10881607979536057,0.5232558139534884,0.08837707552222818,39.142056465148926,13.985574960708618
