,Precision@k,Recall@K,MAP@K,nDCG@k,MRR@k,HitRate@k,Coverage@K,Time_fit,Time_predict
5,0.09610441767068273,0.018727627230624422,0.06101462994836489,0.09995947956235385,0.18451522290706635,0.3098106712564544,0.0022994379151762903,16671.635046482086,18.69449782371521
10,0.09881963227057891,0.03600835116349059,0.04868835492060022,0.09853657231476831,0.19972816109657288,0.42409638554216866,0.003832396525293817,16671.635046482086,18.69449782371521
20,0.1054754334815535,0.0632178767412227,0.03935672384179015,0.09808832293165241,0.20831355452537537,0.5493975903614458,0.007792539601430761,16671.635046482086,18.69449782371521
100,0.21275712198406266,0.2062203834874246,0.03542082995205453,0.13401473749682744,0.21441896259784698,0.7910499139414802,0.0412621359223301,16671.635046482086,18.69449782371521
