Run_id,k,Precision@k,Recall@K,MAP@K,nDCG@k,MRR@k,HitRate@k,Coverage@k,Diversity@k,Novelty@k
0,5,0.047401924951267056,0.04438359877820924,0.02411478638726446,0.03597312042620892,0.04810246080160141,0.09411549707602339,0.48651141341941434,0.8669829133510039,976.3779090822728
0,10,0.08287472152603732,0.08167242365016904,0.028599554562525144,0.04951117979755531,0.05675053223967552,0.15826023391812866,0.526170163707632,0.8897655517869526,1208.702199756111
0,20,0.1432386749036145,0.14277730223774326,0.03295839079573152,0.06735141101449457,0.06327643990516663,0.2543859649122807,0.5531473368688034,0.9119999811154653,1545.981903895005
0,100,0.3572095864263782,0.35720159117784017,0.039368132172707876,0.11457727754479445,0.0697304829955101,0.5224780701754386,0.5923449388978557,,2879.3420425415716
1,5,0.04544042397660819,0.0431989847335589,0.022646503411306043,0.033705446388688,0.04378959536552429,0.08790204678362573,0.4837445238644224,0.8669824649483666,998.0960566817329
1,10,0.0847585543720412,0.08387570276526349,0.027606612206082886,0.048360641310151435,0.05307677015662193,0.15789473684210525,0.5234032741526401,0.8897417371010402,1283.4784511163446
1,20,0.1462268032663491,0.14585017484099413,0.03226172418825004,0.06667748883056515,0.05960603803396225,0.2536549707602339,0.5448466682038275,0.9119125313204597,1621.678390348377
1,100,0.35519745853581397,0.35518946328727596,0.038591619645487546,0.11282640397203426,0.0660359263420105,0.5197368421052632,0.5727461378833295,,2963.989327233277
2,5,0.04751461988304093,0.045059967665006855,0.02394823140025991,0.03511572218803336,0.04497441649436951,0.08826754385964912,0.4842056721235877,0.8679171680007935,1023.6716598518971
2,10,0.08706154854729416,0.08585078849055634,0.02903102353270743,0.050043947404369835,0.05428929999470711,0.15862573099415206,0.5201752363384828,0.8904145203296219,1213.1737385543554
2,20,0.1456297598828516,0.14525449356948203,0.03347547571153162,0.06772390949331678,0.06062054634094238,0.25201023391812866,0.5450772423334102,0.9122743385213337,1642.1331175969644
2,100,0.35530754431748296,0.3552995490689449,0.039866438264446157,0.1143386070156377,0.0671122595667839,0.5215643274853801,0.5794327876412266,,3125.748936620451
3,5,0.04642117446393762,0.044028404934441975,0.023101344217024044,0.034570976990125485,0.045568350702524185,0.089546783625731,0.49181461839981555,0.8670589933178499,994.0239618541326
3,10,0.08240037303907917,0.08150682575822468,0.02740122272308858,0.04780936128028295,0.05404019355773926,0.15497076023391812,0.5328568134655292,0.8900710221837755,1223.5574715045868
3,20,0.14138665829099706,0.14095522339219527,0.031823077622821355,0.06525706182510083,0.060155510902404785,0.24561403508771928,0.5593728383675352,0.9121466688117643,1534.9588700642835
3,100,0.3457479669481731,0.3457399716996351,0.03806065842970664,0.11104980375485203,0.06670532375574112,0.5148026315789473,0.5863500115287065,,2810.7381401949096
4,5,0.050761452241715396,0.048107061918199495,0.024800905620532818,0.03696933409291521,0.04737146943807602,0.09594298245614036,0.48097763430943047,0.8674005460852832,1030.2180949989786
4,10,0.08990604404529842,0.08892214017327943,0.02970934573675149,0.051508132699866406,0.05635181814432144,0.164656432748538,0.5192529398201522,0.8904017347082276,1291.3460560674234
4,20,0.15277062033285385,0.15238762646690485,0.0345642138297999,0.07023265439881837,0.06293698400259018,0.2598684210526316,0.5420797786488356,0.9122997116924059,1656.560840522931
4,100,0.3557224621040037,0.35571446685546576,0.040684968031969124,0.11528666442163128,0.06922856718301773,0.5180921052631579,0.5688263776804242,,2975.473810111041
5,5,0.052421418128654966,0.04983042530441995,0.025442403752436647,0.03798473819802912,0.04876645281910896,0.09886695906432749,0.48466682038275305,0.8673823502575781,993.9988517997867
5,10,0.09039815975122992,0.08938120555541267,0.03033069568694112,0.05238571880884384,0.05774897336959839,0.16721491228070176,0.5282453308738759,0.8899805597215674,1226.661798687614
5,20,0.1447376108613998,0.14433371604932602,0.034569413104227634,0.06892290764853971,0.06351500004529953,0.25164473684210525,0.5510721697025593,0.9119886877564379,1549.7354347793728
5,100,0.35330558869610584,0.35329759344756784,0.04105140558026387,0.11556636735456706,0.07008276134729385,0.5219298245614035,0.5688263776804242,,2907.411334489553
6,5,0.04963754873294347,0.04771659480831517,0.02434900909681611,0.03586159022234435,0.04481298476457596,0.09119152046783625,0.48812543232649297,0.8672710145037323,973.3329126552719
6,10,0.09041389643089205,0.08979592713583472,0.029722061327305992,0.05134071567423603,0.05436514690518379,0.1650219298245614,0.5307816462992853,0.8899300408017164,1196.1283513644655
6,20,0.14693785288039826,0.14676291345990833,0.03418799683580321,0.0682164507826641,0.06020407751202583,0.2507309941520468,0.5545307816462993,0.9121175059674133,1542.5792936752293
6,100,0.35605032039002243,0.35605032039002243,0.04055969355443682,0.11461371354878441,0.06670024991035461,0.5217470760233918,0.5782799169933134,,2914.9792074818824
7,5,0.04836744639376218,0.04587625977970289,0.024116055474333986,0.03511505944895919,0.043335773050785065,0.08808479532163743,0.48651141341941434,0.8671877143487244,948.2447209264459
7,10,0.09034427794022092,0.08928697045686791,0.029526727992407166,0.05071810091957039,0.052945878356695175,0.1608187134502924,0.5296287756513719,0.8899766474351439,1158.982271243093
7,20,0.14944852402883183,0.14906928985127096,0.033826394484348675,0.06804234404758548,0.05903710797429085,0.2505482456140351,0.5566059488125432,0.9120688638630714,1548.999684770589
7,100,0.35277446177612604,0.352766466527588,0.03990067507637689,0.11325440340120163,0.06555715203285217,0.5155336257309941,0.581969103066636,,2806.6996855574707
8,5,0.04649731968810916,0.04433084369975436,0.022699500487329435,0.033700621838289944,0.04267178475856781,0.08753654970760234,0.4749827069402813,0.8671685168022424,981.8271560223596
8,10,0.08346103975215817,0.08255864348481468,0.027285952321555652,0.047418712063567396,0.05128758028149605,0.15369152046783627,0.5095688263776804,0.8899146026258161,1228.6434833997287
8,20,0.14600466867905915,0.14559267393308123,0.031923198256889294,0.0660282187746797,0.058107081800699234,0.25219298245614036,0.5326262393359465,0.9121184337261575,1630.2536378481725
8,100,0.35210992250666856,0.3520939320095925,0.03816797180407707,0.11178262527967633,0.06451106816530228,0.5168128654970761,0.5745907309199908,,2934.5902777787605
9,5,0.05202546296296296,0.04991110296004524,0.025986029889538662,0.03780144706246302,0.047341007739305496,0.09411549707602339,0.4765967258473599,0.8671032776685237,986.4443964922712
9,10,0.08948884073609951,0.08870323997830167,0.0307205157806977,0.05184072562640819,0.05601220205426216,0.16045321637426901,0.5164860502651603,0.8899824366455608,1233.3974553213466
9,20,0.14735003404510594,0.14700622912282252,0.03500589842018531,0.06906010712912972,0.06229812279343605,0.25274122807017546,0.5427715010375835,0.912021641455369,1556.6310850865755
9,100,0.3551148955098254,0.3551148955098254,0.04132581707366342,0.11533366139162082,0.06894427537918091,0.52046783625731,0.5727461378833295,,2974.358522877305
10,5,0.04901924951267057,0.04740786814344037,0.023812946718648472,0.034873141728378236,0.042976364493370056,0.08826754385964912,0.4862808392898317,0.8674326978843336,942.422367167243
10,10,0.08908019469971225,0.08848228189283247,0.029010329643553327,0.04991106545692283,0.05233185738325119,0.15917397660818713,0.526170163707632,0.8903541389745268,1148.1265877236585
10,20,0.14595560044960199,0.1457374396038075,0.03337235298419901,0.06694522683602326,0.058446045964956284,0.2496345029239766,0.553377910998386,0.9121219656957849,1504.9552087256823
10,100,0.3506385025379143,0.3506385025379143,0.03956327236881108,0.112510316983429,0.06508300453424454,0.5243055555555556,0.590730919990777,,2793.2600999183774
11,5,0.04851059941520468,0.04620152725389589,0.024738974171539963,0.0364272066227808,0.04787098243832588,0.09338450292397661,0.48581969103066636,0.8676105007659946,1033.2047201410783
11,10,0.0927345127865961,0.09185083518585044,0.030347921515097263,0.05277663527772312,0.05798531696200371,0.17105263157894737,0.524094996541388,0.8901012542961583,1242.2335393181024
11,20,0.15394206770487848,0.15349561464694564,0.03513105946453919,0.07112447872301615,0.06432924419641495,0.26242690058479534,0.5503804473138114,0.9121807164786032,1638.943154128374
11,100,0.3536882247032607,0.35367223420618477,0.04117639961287475,0.11555394135402818,0.07051781564950943,0.5193713450292398,0.5918837906386903,,3069.44822146744
12,5,0.048568469785575046,0.04629112885362304,0.023118654564652376,0.03538894093015048,0.046536918729543686,0.09685672514619884,0.4814387825685958,0.8673047881828679,974.0520246838821
12,10,0.09170843776106934,0.09092738334020245,0.028731647533322947,0.051603157398583475,0.056640587747097015,0.17434210526315788,0.5220198293751441,0.8897437236574631,1237.2337425822197
12,20,0.14870345200162463,0.1483971360552616,0.03312835504537657,0.06871975317243177,0.06245366111397743,0.26206140350877194,0.5446160940742448,0.9119314755774145,1588.9524950664597
12,100,0.3608281241532591,0.36081213365618303,0.03965892113237463,0.1159306210625893,0.06896688044071198,0.5303362573099415,0.5748213050495734,,2839.7519203908955
13,5,0.04852887426900585,0.04643272524364964,0.023836399447693307,0.03566840397552354,0.04734710231423378,0.09173976608187134,0.48120820843901313,0.8677957786009121,954.708169070918
13,10,0.08768485159658405,0.08688515826074648,0.02880497029058537,0.05003691270142913,0.055932652205228806,0.15752923976608188,0.5264007378372146,0.8901567206651776,1188.6857674321889
13,20,0.1445860565167637,0.1442685984718102,0.03297828325092696,0.06671408035499278,0.06181054189801216,0.2447002923976608,0.549227576665898,0.9120652082097149,1520.0716047863805
13,100,0.3518174144557841,0.35180941920724607,0.03914199125406754,0.11277882641447402,0.06863603740930557,0.5210160818713451,0.5750518791791561,,2839.0209402018113
14,5,0.05232699805068226,0.05001160638896608,0.02536052225471085,0.037928820165600764,0.048206016421318054,0.09850146198830409,0.48835600645607563,0.8672445393017012,956.2745767219661
14,10,0.09103545901791515,0.09027090214204164,0.030242266908590925,0.052483844329017953,0.05758587643504143,0.1703216374269006,0.5349319806317732,0.8898614015696877,1200.4069738593264
14,20,0.14395632951368567,0.14364810175266637,0.03431032349594016,0.06849572807940321,0.06342729181051254,0.25639619883040937,0.55545307816463,0.9120614664902831,1578.278809859295
14,100,0.3512873033694003,0.3512873033694003,0.04077716804894521,0.1149100405439382,0.06992688775062561,0.5250365497076024,0.5875028821766198,,2974.057041839535
15,5,0.050359405458089666,0.047497835508419656,0.02399467998700455,0.03657827311544233,0.04718872159719467,0.09959795321637427,0.4915840442702329,0.8683135473573448,1028.0969788773266
15,10,0.08536677341501903,0.08432440243846757,0.028512375446442383,0.04985035586295448,0.05539761483669281,0.16173245614035087,0.5319345169471985,0.8904221341204153,1201.8196498202308
15,20,0.1410940629995305,0.14058747054453136,0.032786419566440766,0.06658679317070805,0.06138387322425842,0.24762426900584794,0.5621397279225271,0.9122537276679292,1562.4561360425937
15,100,0.34730548040693116,0.34729748515839315,0.039096956381988415,0.11244071826848039,0.06784622371196747,0.512609649122807,0.5997233110445008,,2931.990477806653
16,5,0.05337171052631579,0.0513973392407931,0.026929570743989606,0.03965839453441369,0.05141020566225052,0.10051169590643275,0.4902005994927369,0.8673638029096196,1024.9490792810968
16,10,0.0930092882669637,0.09248387655570293,0.03203374768421826,0.054518210710331305,0.06069245934486389,0.17086988304093567,0.5351625547613558,0.8897923594515742,1248.787883311714
16,20,0.1516075412626303,0.15133530226647612,0.03653349633492488,0.07207019250081659,0.06692175567150116,0.26169590643274854,0.5596034124971179,0.9120206827968549,1621.1185443871857
16,100,0.3584318480950438,0.3584318480950438,0.0428717072986408,0.11805948953036717,0.0732453241944313,0.5239400584795322,0.5875028821766198,,2928.973180811303
17,5,0.04856237816764133,0.04683787501648788,0.023253533138401557,0.03507750878970154,0.04505056142807007,0.09301900584795321,0.4855891169010837,0.8670218168762325,930.6757672465924
17,10,0.08349439861227143,0.08289048490255874,0.027898245220359098,0.048459377046350685,0.05340565741062164,0.15752923976608188,0.528937053262624,0.8900498989478154,1189.840295153869
17,20,0.141010393451805,0.14081041764327687,0.032300478797907886,0.06580730249561902,0.05983799323439598,0.25146198830409355,0.5529167627392206,0.9120645276781243,1554.3677525644982
17,100,0.3460710762499403,0.3460630810014023,0.03859786828038638,0.11207474781452598,0.06648067384958267,0.5261330409356725,0.5808162324187226,,2867.1695905369593
18,5,0.045793737816764137,0.04362933053272834,0.02110466414879792,0.03240121709246664,0.0412432998418808,0.08845029239766082,0.47521328106986394,0.8671460669495887,947.15759715545
18,10,0.08322832544323772,0.0824967581367569,0.025778114405281286,0.04643741324891813,0.04998955503106117,0.1564327485380117,0.5164860502651603,0.8897366576695923,1191.7570954827454
18,20,0.1444955123545708,0.14428605160589678,0.030359137442267516,0.06460956118332778,0.05632893368601799,0.25,0.5416186303896703,0.9118393808054942,1516.3097241665855
18,100,0.349134752329378,0.349134752329378,0.03679166852135647,0.11075239592751136,0.06289045512676239,0.5158991228070176,0.5706709707170855,,2817.0543347162106
19,5,0.049735014619883035,0.0476833486451528,0.024489877761533465,0.03615710672742111,0.045470885932445526,0.09375,0.48997002536315426,0.8668618773514944,995.0839582236033
