,Precision@k,Recall@K,MAP@K,nDCG@k,MRR@k,HitRate@k,Coverage@K
5,0.11572327044025157,0.025717775819104366,0.0830817610062893,0.11215176933978722,0.1559748500585556,0.24528301886792453,0.040674603174603176
10,0.13791554357592095,0.07720789345046784,0.07009118427245113,0.11466931591816674,0.1713237464427948,0.3584905660377358,0.06349206349206349
20,0.1496365931321244,0.10565567718771629,0.061781995708355714,0.1155250889681015,0.17366449534893036,0.39622641509433965,0.09722222222222222
100,0.372796548086836,0.3632849232642908,0.05722720959822743,0.16522671895934032,0.18026688694953918,0.6792452830188679,0.2708333333333333
