,Precision@k,Recall@K,MAP@K,nDCG@k,MRR@k,HitRate@k,Coverage@K,Time_fit,Time_predict
5,0.008961303462321792,0.008838861410144507,0.00405479180810138,0.006067205931466119,0.007247115019708872,0.016293279022403257,0.009138077905986216,1932.0740928649902,9.214637279510498
10,0.01749668638670675,0.01749205761425721,0.005149381035509927,0.009118239140432409,0.009116477333009243,0.03054989816700611,0.00983504994966313,1932.0740928649902,9.214637279510498
20,0.027200136365105813,0.027200136365105813,0.005815147629056277,0.01182724257786118,0.01014791615307331,0.045824847250509164,0.010067373964222102,1932.0740928649902,9.214637279510498
100,0.0781577847730553,0.0781577847730553,0.007343442579967245,0.023132998270096874,0.012300788424909115,0.12576374745417515,0.01022225664059475,1932.0740928649902,9.214637279510498
