,Precision@k,Recall@K,MAP@K,nDCG@k,MRR@k,HitRate@k,Coverage@K,Time_fit,Time_predict
5,0.01148264512268103,0.008790000681588556,0.005117195292240175,0.00975055806250695,0.01857420802116394,0.03859964093357271,0.36734560647604125,3.482470989227295,3.694413423538208
10,0.019912156963323928,0.018330441702608575,0.005626593080213667,0.013027010392741753,0.022586096078157425,0.07046678635547576,0.5541846194020107,3.482470989227295,3.694413423538208
20,0.04447865148300016,0.04386401049064748,0.007151511356171018,0.021218469131479192,0.027767276391386986,0.1490125673249551,0.7486617051834443,3.482470989227295,3.694413423538208
100,0.19287496398237247,0.19287496398237247,0.011398900592251465,0.059146591726733644,0.03430081531405449,0.4358168761220826,0.9293641467554511,3.482470989227295,3.694413423538208
