Run_id,k,Precision@k,Recall@K,MAP@K,nDCG@k,MRR@k,HitRate@k,Coverage@k,Diversity@k,Novelty@k
0,5,0.014330218068535825,0.008807986630063647,0.007146071304949809,0.012075064983084331,0.020733818411827087,0.03946002076843198,0.06617087805290289,,22.944063361234413
0,10,0.013655244029075805,0.010186874916238669,0.005646582274308132,0.011264934978506093,0.022428257390856743,0.0529595015576324,0.08831234682667118,,26.345698299403843
0,20,0.017014800582381574,0.014802182261649812,0.005041118431368038,0.01213224579405121,0.024490462616086006,0.08411214953271028,0.11505957914307445,,31.563544751750744
0,100,0.0606544216736899,0.06045193634533306,0.005935323006453404,0.023726339675597095,0.027755316346883774,0.205607476635514,0.16715963829967043,,65.98389760774886
1,5,0.013326410522672206,0.00681714561972969,0.008288335064035998,0.013167677212426605,0.022672206163406372,0.03842159916926272,0.07111467928674046,,22.704804559870208
1,10,0.014122533748701975,0.009763541037334166,0.0069698692907415654,0.013279184585453538,0.025166066363453865,0.056074766355140186,0.09515761007352319,,26.42070356832519
1,20,0.02045676264919053,0.01774673544092106,0.006583082390778685,0.015031916701085625,0.02728625386953354,0.08722741433021806,0.12439787036254542,,31.715106782726163
1,100,0.057302744727848305,0.05718421889216377,0.007088319891300848,0.02481221323356829,0.03031342476606369,0.1952232606438214,0.17941350460576355,,66.14529592132895
2,5,0.018864659051574938,0.013155821550567305,0.01234510211145725,0.01689991443756651,0.02390100434422493,0.0446521287642783,0.0653680385362968,,23.060676156284693
2,10,0.01910695742471443,0.015691433312967448,0.01108942238485333,0.016952083959223055,0.026806525886058807,0.06645898234683281,0.08784754500126764,,26.70249834665786
2,20,0.023892896210079357,0.021912291272823934,0.010901004405832021,0.01847616657247169,0.028390252962708473,0.09138110072689512,0.11582016394828024,,32.06281061191962
2,100,0.06170157874511769,0.0615862865536908,0.012026818771466446,0.028979471239159373,0.03108491189777851,0.18899273104880582,0.16099045043522353,,66.42429223113949
3,5,0.01855313257182416,0.012565090009472027,0.010496711664935965,0.015987674139491388,0.024593286216259003,0.04984423676012461,0.06562156680469873,,23.31518167519081
3,10,0.01983385254413292,0.015854950599239134,0.00942323646892702,0.016336110409788544,0.027950437739491463,0.07476635514018691,0.08674892250485929,,27.029209390462047
3,20,0.022324186746150807,0.01982221542959102,0.008965119486675175,0.01713451696663815,0.029825221747159958,0.10176531671858775,0.11066508915744105,,32.409294792441464
3,100,0.0612312026300741,0.06106567718459896,0.00979576821958157,0.027491286340226736,0.03242991864681244,0.19833852544132918,0.15520155497337954,,66.5278317657843
