,Precision@k,Recall@K,MAP@K,nDCG@k,MRR@k,HitRate@k,Coverage@k,Diversity@k,Novelty@k
0,0.0030995411928984636,0.002711636563660247,0.0016134516922667733,0.0026456816110894082,0.004497506655752659,0.008617594254937163,0.37623726964654547,0.9572277202367735,856836.4498850594
1,0.0043803539369068984,0.004217793248777841,0.0016725205433371344,0.0031192348699635914,0.0051253121346235275,0.013524835427887492,0.4143903289550157,0.952021900389301,1133495.325989301
2,0.008675258850854005,0.008612344006973983,0.0019473308878448308,0.004541235781652895,0.006004709750413895,0.026618791143028127,0.43850535144269887,0.9617770469791385,1477464.204657013
3,0.026209383375102493,0.026208232547779216,0.002363310960339329,0.008768039894802166,0.006981395650655031,0.07195691202872531,0.45541358560072964,0.9781377642552813,1791122.0681487778
