,Model_name,score,ranks
0,ALS,0.1057295337831034,5.0
1,BPR,0.0928406001409727,8.0
2,EASE,0.11418789648575169,1.0
3,ItemKNN,0.09717047628637598,7.0
4,LightFM,0.10150035243177927,6.0
5,LightGCL,0.11156983183969389,2.0
6,LightGCN,0.10935454636995268,4.0
7,MostPop,0.06323633068170373,10.0
8,MultiVAE,0.11076427348706072,3.0
9,Random,0.003725707380928405,11.0
10,SLIM,0.08992045111267749,9.0
