,Model_name,score,ranks
0,ALS,0.10440333225143351,5.0
1,BPR,0.08763388510223954,9.0
2,EASE,0.11998268960294277,1.0
3,ItemKNN,0.09942659309747919,7.0
4,LightFM,0.09953478307908689,6.0
5,LightGCL,0.11240939089040355,2.0
6,LightGCN,0.11208482094558046,3.0
7,MostPop,0.05853078004976739,10.0
8,MultiVAE,0.1104619712214649,4.0
9,Random,0.002488369576977172,11.0
10,SLIM,0.09304338418262474,8.0
