,Model_name,score,ranks
0,Random,10.9,11.0
1,MostPop,9.033333333333333,10.0
2,BPR,7.866666666666666,9.0
3,ItemKNN,6.666666666666667,8.0
4,LightFM,5.666666666666667,7.0
5,SLIM,5.6,6.0
6,LightGCL,5.033333333333333,5.0
7,ALS,4.566666666666666,4.0
8,LightGCN,4.2,3.0
9,MultiVAE,3.4,2.0
10,EASE,3.066666666666667,1.0
