,Model_name,score,ranks
0,ALS,0.019704433497536943,9.0
1,BPR,0.04495073891625616,7.0
2,EASE,0.055726600985221676,6.0
3,ItemKNN,0.1625615763546798,2.0
4,LightFM,0.010160098522167486,10.0
5,LightGCL,0.09729064039408866,4.0
6,LightGCN,0.12561576354679801,3.0
7,MostPop,0.00523399014778325,11.0
8,MultiVAE,0.08220443349753695,5.0
9,Random,0.3691502463054187,1.0
10,SLIM,0.027401477832512313,8.0
