,Model_name,score,ranks
0,ALS,0.10500532481363152,5.0
1,BPR,0.08626198083067092,9.0
2,EASE,0.11608093716719915,1.0
3,ItemKNN,0.09659211927582537,7.0
4,LightFM,0.1018104366347178,6.0
5,LightGCL,0.11267305644302451,4.0
6,LightGCN,0.11309904153354634,2.0
7,MostPop,0.06112886048988284,10.0
8,MultiVAE,0.11288604898828541,3.0
9,Random,0.002449414270500532,11.0
10,SLIM,0.09201277955271568,8.0
