,Model_name,score,ranks
0,ALS,0.10577915376676986,5.0
1,BPR,0.09153766769865841,8.0
2,EASE,0.11589267285861712,1.0
3,ItemKNN,0.09803921568627452,7.0
4,LightFM,0.10041279669762641,6.0
5,LightGCL,0.11228070175438597,2.0
6,LightGCN,0.10949432404540761,4.0
7,MostPop,0.061919504643962814,10.0
8,MultiVAE,0.10970072239422084,3.0
9,Random,0.0036119711042311656,11.0
10,SLIM,0.09133126934984523,9.0
