,Precision@k,Recall@K,MAP@K,nDCG@k,MRR@k,HitRate@k,Coverage@K,Time_fit,Time_predict
5,0.04057982398351324,0.012690708430146178,0.02187200375006335,0.038741911100051235,0.06969231367111206,0.13674048548117368,0.000800049233799003,181880.5648059845,2318.4351048469543
10,0.0443503630611521,0.02468676503554473,0.01757131748828595,0.0397035748831724,0.07863324135541916,0.2049916383722698,0.0014154717213366976,181880.5648059845,2318.4351048469543
20,0.059085288705554,0.047391798757290104,0.015831019529292754,0.04457706486774398,0.08471839129924774,0.2930775857700299,0.00227706320388947,181880.5648059845,2318.4351048469543
100,0.1557278797444196,0.15434990808577562,0.018757352052657855,0.07597515396860287,0.09004485607147217,0.5103228095069173,0.010031386546864422,181880.5648059845,2318.4351048469543
